ID,enforcement_cond,speed_cond,risk_pullover,ambiguity,intent_speed,unsafety,tcost,ftpain,validDL,speedfreq,avgspeed,hwydrive,psttickets,policed,texting,aggressive,accidents,impulsive,male,age,white,employed,state,id
731,Increased Enforcement,76,75,2,10,2,50,3,yes,2,75,monthly,1,no,2,about same,5,3,male,31,0,unemployed,FL,201
1145,Increased Enforcement,76,35,2,55,2,150,3,yes,2,75,monthly,1,yes,2,more aggressive,5,2.25,male,34,0,employed,Texas,202
936,Increased Enforcement,76,1,2,99,1,40,2,yes,4,85,weekly,2,no,5,more aggressive,5,3.5,male,27,1,employed,California,203
755,Reduced Enforcement,76,15,4,10,4,150,3,yes,2,68,rarely,1,no,1,less aggressive,1,2,male,31,1,employed,California,204
27,Reduced Enforcement,76,75,2,75,2,200,5,yes,1, ,monthly,1,no,1,about same,1,4,female,68,1,unemployed,PENNSYLVANIA,205
742,Increased Enforcement,76,0,2,0,2,80,3,yes,2,75,monthly,1,no,1,less aggressive,1,3.5,male,29,1,employed,PA,206
743,Increased Enforcement,76,0,2,65,2,100,3,yes,1, ,monthly,1,no,1,less aggressive,4,1.25,female,73,1,employed,Florida,207
959,Reduced Enforcement,76,5,2,90,2,150,2,yes,4,75,weekly,1,no,1,about same,1,2,male,39,1,employed,MA,208
1019,Increased Enforcement,76,5,2,95,2,50,1,yes,5,10,weekly,2,no,1,more aggressive,1,2,male,36,1,employed,Wisconsin,209
40,Increased Enforcement,76,10,2,90,3,0,1,yes,2,70,rarely,2,no,1,less aggressive,4,2.5,female,22,1,employed,Florida,210
1164,Reduced Enforcement,76,0,2,50,2,300,2,yes,4,75,weekly,1,no,1,about same,5,1.25,female,45,1,unemployed,New York,211
651,Reduced Enforcement,76,100,1,99,2,6,5,yes,4,6,daily,4,yes,2,about same,3,2.75,male,30,1,employed,California,212
394,Increased Enforcement,76,5,2,75,2,75,1,yes,2,75,monthly,1,no,2,about same,4,3,female,44,1,employed,Connecticut,213
771,Increased Enforcement,76,40,2,70,2,80,4,yes,2,72,rarely,2,no,1,about same,1,1.25,female,25,1,employed,Iowa,214
1093,Reduced Enforcement,76,45,4,40,2,20,1,yes,5,55,daily,4,no,2,less aggressive,5,3.25,female,34,0,employed,Ny,215
374,Reduced Enforcement,76,60,2,70,1,50,4,yes,3,60,weekly,2,no,4,more aggressive,5,4,male,30,0,employed,Hawaii,216
778,Increased Enforcement,76,80,1,80,1,10,3,yes,5,50,daily,3,yes,5,more aggressive,4,4.75,male,30,0,employed,texas,217
347,Reduced Enforcement,76,25,3,25,4,150,2,yes,2,75,weekly,1,no,2,less aggressive,4,1.5,male,62,1,unemployed,indiana,218
541,Reduced Enforcement,76,2,1,97,1,75,2,yes,3,75,weekly,1,no,2,about same,1,1,male,26,1,employed,Michigan,219
1126,Increased Enforcement,76,0,3,100,3,85,2,yes,4,75,weekly,3,no,1,about same,4,3,male,38,1,employed,New York,220
371,Increased Enforcement,76,40,3,65,2,120,3,yes,3,80,weekly,1,yes,1,less aggressive,1,2.75,female,35,1,employed,west virginia,221
494,Reduced Enforcement,76,10,2,70,2,100,2,yes,2,75,weekly,1,no,1,about same,1,1.5,male,32,0,employed,New York,222
1089,Increased Enforcement,76,30,2,50,2,120,4,yes,2,75,daily,2,no,2,about same,1,4,male,24,0,employed,California,223
647,Reduced Enforcement,76,40,3,50,2,146,3,yes,5,70,daily,2,no,4,about same,4,3.5,male,28,1,employed,Kansas,224
938,Reduced Enforcement,76,5,2,90,3,150,4,yes,2,75,monthly,1,no,2,more aggressive,5,3.25,female,34,1,employed,South Dakota,225
797,Reduced Enforcement,76,20,4,10,4,100,1,yes,3,73,daily,1,no,1,less aggressive,5,1.75,male,53,1,employed,North Carolina,226
640,Reduced Enforcement,76,60,2,60,2,250,3,yes,2,60,weekly,2,yes,1,less aggressive,4,2.25,female,51,0,employed,Texas,227
942,Increased Enforcement,76,5,2,90,2,50,1,yes,2,80,daily,1,no,1,less aggressive,5,2.25,male,57,1,employed,Missouri,228
1174,Increased Enforcement,76,3,5,10,4,200,2,yes,3,74,monthly,1,no,1,less aggressive,4,1.5,male,65,0,unemployed,Texas,229
576,Reduced Enforcement,76,50,3,40,4,100,2,yes,3,80,weekly,3,yes,4,about same,5,2.5,male,35,1,employed,FL,230
556,Increased Enforcement,76,100,1,100,1,5,1,yes,4,100,daily,3,yes,4,more aggressive,5,4.25,male,27,0,employed,georgia,231
815,Increased Enforcement,76,65,3,70,2,70,4,yes,3,80,monthly,3,yes,2,about same,5,3.5,male,,1,employed,CA,232
871,Increased Enforcement,76,2,4,90,2,100,3,yes,4,70,monthly,1,yes,1,more aggressive,5,2,male,30,1,employed,South Carolina,233
813,Increased Enforcement,76,30,2,20,2,250,4,yes,2,75,monthly,1,no,1,less aggressive,4,2,female,61,1,employed,Texas,234
424,Increased Enforcement,76,76,3,60,3,35,3,yes,2,76,monthly,2,yes,3,about same,1,2.5,male,26,0,employed,Washington,235
203,Increased Enforcement,76,1,2,95,3,50,3,yes,2,75,monthly,1,no,1,less aggressive,1,1.75,male,38,1,employed,Minnesota,236
805,Increased Enforcement,76,70,2,75,3,70,1,yes,2,60,daily,3,no,1,about same,1,2.75,female,37,0,employed,amanda,237
830,Reduced Enforcement,76,0,2,50,3,250,1,yes,2,7,monthly,1,no,1,less aggressive,1,1,male,36,1,unemployed,California,238
150,Increased Enforcement,76,10,3,80,2,150,2,yes,2,75,rarely,1,no,1,less aggressive,4,2,female,27,1,employed,New York,239
460,Reduced Enforcement,76,20,1,65,2,50,1,yes,1,65,daily,1,no,1,less aggressive,1,2.5,female,40,0,employed,California,240
305,Increased Enforcement,76,40,4,35,2,65,3,yes,4,75,monthly,1,no,2,less aggressive,4,3,male,20,1,unemployed,California,241
6,Increased Enforcement,76,20,3,90,2,20,2,yes,4,75,weekly,1,no,2,more aggressive,1,1.75,female,31,1,employed,Illinois,242
37,Increased Enforcement,76,50,1,20,4,50,2,yes,1,75,rarely,1,no,1,about same,4,4,male,28,1,employed,illinois,243
440,Reduced Enforcement,76,15,2,10,4,250,5,yes,2,75,rarely,1,yes,1,about same,1,2,female,33,0,employed,California,244
142,Increased Enforcement,76,5,1,100,1,80,3,yes,1, ,weekly,1,no,2,less aggressive,4,3,female,48,1,employed,Ohio,245
1026,Increased Enforcement,76,10,1,100,1,175,1,yes,2,75,daily,1,yes,5,about same,5,3.75,male,32,1,employed,Rhode Island,246
181,Increased Enforcement,76,90,2,70,2,250,5,yes,3,60,weekly,3,no,1,about same,4,2.5,male,28,0,employed,Nevada,247
850,Increased Enforcement,76,76,1,70,2,600,2,yes,2,60,monthly,3,yes,2,,4,3.25,male,30,1,employed,cn,248
943,Increased Enforcement,76,20,3,70,2,75,3,yes,2,75,monthly,1,no,1,about same,4,3.75,female,62,1,employed,calif,249
267,Reduced Enforcement,76,30,3,10,4,0,4,yes,1,74,rarely,1,no,1,less aggressive,5,3.5,female,68,1,unemployed,TX,250
941,Reduced Enforcement,76,10,2,70,1,50,3,yes,4,80,monthly,1,no,2,about same,1,3,male,28,0,employed,Maryland,251
413,Reduced Enforcement,76,85,3,75,1,120,2,yes,2,70,weekly,3,yes,4,about same,1,3.75,male,30,1,employed,ariz0na,252
1087,Increased Enforcement,76,25,3,100,1,100,4,yes,5,77,weekly,1,no,1,more aggressive,5,1.25,male,47,1,employed,NM,253
865,Reduced Enforcement,76,5,2,70,3,120,4,yes,4,80,weekly,2,no,1,about same,1,1.5,male,38,1,employed,Wisconsin,254
1095,Reduced Enforcement,76,25,3,50,2,80,3,yes,2,75,weekly,1,no,1,about same,5,1.75,male,53,1,employed,Utah,255
227,Reduced Enforcement,76,5,2,80,2,20,2,yes,2,75,monthly,1,no,1,less aggressive,4,2.25,female,22,1,unemployed,DC,256
768,Increased Enforcement,76,0,1,70,2,150,4,yes,1, ,monthly,1,no,2,less aggressive,1,1,male,27,0,employed,Virginia,257
1186,Reduced Enforcement,76,5,2,50,2,115,1,yes,4,78,daily,2,no,1,about same,4,1.5,male,30,1,employed,Washington,258
524,Reduced Enforcement,76,80,2,0,4,100,3,no,1, ,never,1,no,1,less aggressive,5,3.25,female,21,0,unemployed,California,259
807,Reduced Enforcement,76,20,3,10,4,150,3,yes,2,70,rarely,1,no,1,about same,1,2,female,56,1,employed,Virginia,260
56,Increased Enforcement,76,5,3,100,3,120,3,yes,5,80,daily,2,yes,2,about same,5,2.5,male,40,1,employed,Virginia,261
463,Reduced Enforcement,76,20,2,100,2,175,1,yes,3,75,rarely,1,no,1,about same,5,2.5,female,54,1,employed,Georgia,262
457,Increased Enforcement,76,0,2,95,2,200,4,yes,4,78,rarely,1,no,1,less aggressive,4,2.75,female,57,0,employed,California,263
1128,Increased Enforcement,76,40,2,80,2,150,4,yes,2,70,monthly,1,yes,1,less aggressive,5,1.5,female,65,1,employed,new york,264
1,Reduced Enforcement,76,10,2,85,2,250,4,yes,2,50,weekly,1,no,1,about same,4,2.75,male,22,0,employed,california,265
886,Reduced Enforcement,76,20,3,100,1,150,3,yes,1,80,weekly,1,no,2,about same,4,3,male,51,1,employed,Florida,266
132,Reduced Enforcement,76,0,1,0,1,100,4,yes,5,10,daily,4,no,1,less aggressive,5,2.25,male,36,0,employed,texas,267
1155,Increased Enforcement,76,50,3,75,2,100,3,yes,4,75,daily,1,no,2,about same,4,3.25,female,43,1,employed,Pennsylvania,268
436,Increased Enforcement,76,5,2,100,2,200,1,yes,4,75,weekly,2,no,1,about same,4,1,male,27,0,employed,Florida,269
567,Increased Enforcement,76,5,2,90,2,75,3,yes,2,75,weekly,1,no,1,less aggressive,4,2.25,male,78,1,unemployed,FL,270
725,Reduced Enforcement,76,52,2,12,2,30,3,yes,2,72,monthly,1,yes,2,about same,1,4,female,47,1,employed,Missouri,271
568,Increased Enforcement,76,2,1,75,2,100,3,yes,4,75,weekly,1,yes,2,less aggressive,4,1.75,male,40,0,employed,Florida,272
659,Increased Enforcement,76,30,2,75,2,50,2,yes,2,75,monthly,2,no,2,about same,5,3.5,male,37,1,employed,Nebraska,273
559,Reduced Enforcement,76,60,2,0,5,500,2,yes,2,72,rarely,1,no,1,less aggressive,1,2.25,male,67,1,unemployed,Arizona,274
279,Increased Enforcement,76,76,3,76,3,100,3,yes,3,65,weekly,3,no,1,about same,1,3,male,35,1,employed,california,275
1178,Reduced Enforcement,76,76,3,25,4,200,5,yes,3,72,weekly,4,no,4,about same,4,2.75,female,20,0,unemployed,texas,276
130,Reduced Enforcement,76,50,2,55,2,500,3,yes,2,67,rarely,1,no,2,about same,4,2.75,male,21,0,unemployed,NJ,277
468,Reduced Enforcement,76,3,2,95,2,75,1,yes,3,75,weekly,1,no,2,about same,4,2,male,40,1,employed,Colorado,278
128,Increased Enforcement,76,76,1,76,2,5,3,yes,2,76,weekly,3,yes,4,about same,4,4.5,male,56,0,employed,California,279
136,Reduced Enforcement,76,50,3,50,2,100,2,yes,2,76,weekly,2,yes,4,more aggressive,5,2.25,male,56,0,employed,texas,280
631,Increased Enforcement,76,30,2,100,2,500,3,yes,4,80,weekly,1,no,1,more aggressive,5,2.25,female,28,0,employed,California,281
534,Increased Enforcement,76,76,2,76,2,100,4,yes,1,75,daily,3,yes,3,about same,5,3.25,male,25,0,employed,new york,282
962,Increased Enforcement,76,0,1,80,2,485,4,yes,1,65,rarely,1,no,1,about same,1,4,male,64,0,employed,Nevada,283
636,Increased Enforcement,76,90,1,60,5,100,4,yes,2,60,monthly,4,yes,1,about same,5,2.75,male,,1,employed,nevada,284
124,Reduced Enforcement,76,40,3,35,2,36,3,yes,2,73,rarely,1,no,1,less aggressive,1,3.25,female,29,1,employed,Virginia,285
122,Increased Enforcement,76,0,2,100,2,150,1,yes,5,15,weekly,2,no,1,about same,5,1.5,male,44,1,employed,Georgia,286
656,Reduced Enforcement,76,10,2,80,2,150,1,yes,4,75,monthly,1,yes,1,about same,4,2,male,60,1,employed,Hawaii,287
120,Increased Enforcement,76,90,1,90,5,12.666,3,yes,3,70,weekly,1,yes,1,about same,1,3.25,female,40,1,employed,new york,288
578,Reduced Enforcement,76,10,2,90,2,100,2,yes,2,80,weekly,1,no,2,less aggressive,4,2,female,37,1,employed,CA,289
508,Increased Enforcement,76,10,3,90,1,150,3,yes,4,73,monthly,1,no,1,about same,6,1.75,male,69,1,unemployed,North Carolina,290
733,Reduced Enforcement,76,3,5,0,4,55,1,yes,1,n/a,rarely,1,no,1,less aggressive,4,1.25,male,32,1,employed,NJ,291
847,Reduced Enforcement,76,5,2,40,2,100,4,yes,2,65,monthly,1,no,1,less aggressive,5,2,male,37,1,employed,New York,292
1058,Increased Enforcement,76,5,2,20,2,200,4,yes,2,75,daily,2,no,2,less aggressive,4,2.5,male,30,0,employed,Texas,293
983,Increased Enforcement,76,25,2,50,2,120,2,yes,2,75,weekly,2,no,2,more aggressive,1,2.75,male,23,1,employed,mn,294
529,Increased Enforcement,76,20,1,80,2,30,1,yes,1, ,monthly,1,yes,1,less aggressive,4,1,female,48,1,employed,California,295
213,Reduced Enforcement,76,5,5,50,2,100,3,yes,2,73,rarely,1,no,1,less aggressive,5,2,female,32,1,unemployed,North Dakota,296
626,Reduced Enforcement,76,0,2,0,4,250,1,yes,2,75,daily,1,no,1,less aggressive,5,1,male,63,1,employed,Arizona,297
748,Reduced Enforcement,76,45,2,55,3,200,3,yes,3,75,weekly,1,no,4,more aggressive,1,4,male,29,0,employed,Massachusetts,298
1000,Reduced Enforcement,76,10,2,70,2,100,2,yes,4,10 over,weekly,1,yes,2,about same,5,3,male,26,1,employed,Tennessee,299
1177,Increased Enforcement,76,10,2,60,3,75,3,yes,3,75,weekly,1,no,1,about same,5,4,female,43,1,unemployed,Florida,300
160,Reduced Enforcement,76,50,3,100,2,100,3,yes,4,80,monthly,1,no,2,about same,4,2.75,female,26,1,employed,Pennsylvania,301
159,Reduced Enforcement,76,77,2,85,2,400,4,yes,4,65,weekly,5,no,5,more aggressive,5,3.25,female,42,1,employed,mi,302
323,Reduced Enforcement,76,0,1,99,2,600,1,yes,5,10,rarely,1,no,2,less aggressive,5,1,male,57,1,employed,SC,303
422,Increased Enforcement,76,20,3,100,2,50,2,yes,2,80,weekly,2,no,1,less aggressive,1,1,male,32,0,employed,Washington,304
1073,Reduced Enforcement,76,50,2,70,2,50,4,yes,3,75,weekly,3,no,2,about same,4,3.25,female,31,1,employed,District of Colombia,305
558,Reduced Enforcement,76,15,2,95,2,150,3,yes,3,75,rarely,1,no,1,less aggressive,5,5,male,51,0,unemployed,California,306
712,Reduced Enforcement,76,5,3,90,2,75,3,yes,3,75,daily,1,no,1,about same,5,1.75,male,45,1,employed,Alabama,307
569,Increased Enforcement,76,30,5,5,4,135,1,yes,5,73,rarely,1,no,1,less aggressive,5,1.25,male,42,1,employed,Florida,308
499,Increased Enforcement,76,50,3,25,3,200,5,yes,2,75,rarely,1,no,1,less aggressive,5,1.5,female,56,1,employed,CA,309
369,Increased Enforcement,76,76,2,80,2,100,4,yes,2,60,monthly,1,no,1,about same,4,3.25,female,40,1,employed,america,310
173,Reduced Enforcement,76,76,2,76,2,15,2,yes,4,75,weekly,3,yes,3,about same,6,3.75,male,30,1,,SC,311
1125,Increased Enforcement,76,30,5,90,1,75,2,yes,2,75,rarely,1,no,1,less aggressive,5,1.75,male,40,1,unemployed,Illinois,312
577,Reduced Enforcement,76,76,2,76,2,10,3,yes,2,60,weekly,4,yes,3,more aggressive,5,4.5,male,30,1,employed,new york,313
677,Reduced Enforcement,76,0,2,10,3,150,2,yes,1, ,weekly,1,no,1,less aggressive,1,1,female,23,0,employed,Florida,314
32,Reduced Enforcement,76,0,3,5,4,125,1,yes,1,62,daily,1,no,1,less aggressive,4,1,male,42,1,employed,VIRGINIA,315
1116,Increased Enforcement,76,10,2,20,3,75,3,yes,4,80,weekly,1,no,1,less aggressive,5,2,female,52,1,employed,Florida,316
1028,Reduced Enforcement,76,56,3,25,3,600,2,yes,2,75,weekly,2,no,2,less aggressive,4,2,female,33,0,employed,Georgia,317
183,Reduced Enforcement,76,76,1,76,1,146,4,yes,4,76,daily,4,yes,5,about same,5,4.75,male,30,0,employed,TN,318
570,Increased Enforcement,76,5,2,100,1,100,1,yes,3,77,monthly,1,no,1,less aggressive,4,3.25,male,29,0,unemployed,Florida,319
134,Reduced Enforcement,76,5,2,100,2,150,2,yes,4,70,weekly,3,no,1,about same,4,2.75,female,25,1,employed,Ohio,320
186,Reduced Enforcement,76,2,2,100,1,100,2,yes,5,85,daily,1,no,2,about same,5,2,male,32,1,employed,Tennessee,321
187,Reduced Enforcement,76,80,1,70,1,200,4,yes,4,90,daily,4,yes,3,more aggressive,6,4.5,male,32,0,employed,LA,322
83,Reduced Enforcement,76,76,1,99,1,380,1,yes,3,90,monthly,4,yes,3,about same,6,4.5,female,26,1,employed,Connecticut,323
350,Reduced Enforcement,76,76,2,70,2,76,1,yes,4,76,monthly,3,no,3,about same,4,3,male,30,0,employed,Texas,324
732,Increased Enforcement,76,50,5,60,3,100,2,yes,4,74,monthly,3,no,2,about same,4,2.75,female,42,1,employed,Idaho,325
1168,Reduced Enforcement,76,20,3,30,1,120,2,yes,4,75,weekly,1,no,1,about same,5,1.75,male,33,1,employed,NY,326
1006,Reduced Enforcement,76,50,3,10,3,125,3,yes,2,75,monthly,1,no,1,less aggressive,5,2.25,male,56,0,unemployed,North Carolina,327
795,Reduced Enforcement,76,25,3,0,2,100,5,yes,1,75,rarely,1,no,1,less aggressive,5,2.25,female,63,1,employed,North Carolina,328
473,Increased Enforcement,76,25,3,30,2,150,4,yes,2,75,monthly,1,no,2,less aggressive,5,3.5,female,32,1,unemployed,Indiana,329
654,Increased Enforcement,76,50,6,70,3,100,3,yes,2,75,monthly,1,yes,2,about same,5,2.75,male,27,1,unemployed,California,330
194,Increased Enforcement,76,1,5,0,3,90,3,yes,3,75,daily,1,no,1,about same,1,3,female,25,1,employed,New York,331
89,Reduced Enforcement,76,0,1,100,1,200,5,yes,3,75,daily,1,no,1,less aggressive,5,1.25,female,28,1,unemployed,West Virginia,332
23,Increased Enforcement,76,50,4,50,2,50,3,yes,5,80,monthly,2,no,3,more aggressive,1,3.25,male,20,1,employed,Pennsylvania,333
70,Increased Enforcement,76,60,2,20,4,100,5,yes,2,75,rarely,1,no,1,less aggressive,5,2.25,male,20,1,unemployed,Texas,334
919,Increased Enforcement,76,10,3,20,3,200,4,yes,1,65,weekly,1,no,1,less aggressive,1,3,female,22,1,employed,Minnesota,335
219,Reduced Enforcement,76,35,2,60,3,50,4,,1,na,never,,no,1,less aggressive,4,3,male,31,1,employed,Texas,336
405,Reduced Enforcement,76,40,3,30,2,300,4,yes,2,15,weekly,2,no,5,about same,4,2.5,male,65,1,employed,MI,337
157,Increased Enforcement,76,44,4,30,3,75,5,yes,1,5,rarely,1,no,1,less aggressive,1,3,male,31,1,unemployed,Oregon,338
480,Reduced Enforcement,76,76,2,76,4,1,3,yes,3,70,monthly,3,no,3,about same,4,4.25,female,48,1,employed,South Carolina,339
753,Increased Enforcement,76,20,2,90,2,100,3,yes,4,10,rarely,1,no,1,less aggressive,1,1.75,female,45,0,unemployed,Hawaii,340
1067,Reduced Enforcement,76,76,2,70,2,1,1,yes,1,70,monthly,1,,1,less aggressive,1,1.5,male,60,0,employed,CA,341
96,Reduced Enforcement,76,60,1,40,2,600,3,yes,2,76,weekly,2,yes,4,more aggressive,5,4.25,male,28,1,employed,texas,342
1053,Reduced Enforcement,76,70,3,0,5,50,5,yes,1,60,never,1,no,1,about same,4,1.5,female,70,1,unemployed,Indiana,343
222,Reduced Enforcement,76,25,2,0,4,100,5,yes,1,5,weekly,1,no,2,less aggressive,4,5,female,31,0,employed,Iowa,344
1123,Reduced Enforcement,76,20,1,20,2,200,3,yes,2,90,weekly,4,yes,2,about same,5,3.25,male,29,1,employed,GA,345
174,Reduced Enforcement,76,0,2,100,3,50,2,yes,3,80,weekly,1,no,2,more aggressive,5,2.5,male,31,1,employed,Illinois,346
272,Increased Enforcement,76,85,3,80,2,2500,2,yes,2,80,weekly,2,yes,3,about same,5,2.25,male,32,0,employed,South carolina,347
233,Reduced Enforcement,76,50,1,50,1,400,4,yes,3,50,daily,2,no,1,less aggressive,1,3.75,male,45,0,employed,California,348
642,Increased Enforcement,76,10,3,20,2,50,1,yes,2,75,rarely,2,yes,1,less aggressive,5,1,female,36,1,employed,CONNECTICUT,349
990,Reduced Enforcement,76,0,3,50,4,50,1,yes,1, ,monthly,1,no,1,less aggressive,1,3,female,57,1,unemployed,FL,350
1050,Reduced Enforcement,76,85,2,25,4,0,1,yes,2,73,monthly,1,no,1,less aggressive,4,1,female,65,1,unemployed,FL,351
42,Increased Enforcement,76,80,3,30,2,200,4,yes,1,60,weekly,1,yes,1,less aggressive,4,1.5,female,31,1,employed,Texas,352
506,Reduced Enforcement,76,10,2,100,1,100,3,yes,4,80,daily,1,no,2,less aggressive,1,2.25,female,29,1,employed,Wisconsin,353
344,Increased Enforcement,76,75,3,76,1,100,3,yes,2,60,weekly,2,yes,2,about same,4,4.75,male,26,1,employed,California,354
877,Reduced Enforcement,76,76,1,80,1,7000,3,yes,5,76,daily,5,yes,5,more aggressive,6,1.5,male,30,0,,New York,355
287,Increased Enforcement,76,5,4,90,2,50,2,yes,4,78,monthly,1,no,1,less aggressive,5,1.5,female,56,1,unemployed,Pennsylvania,356
392,Increased Enforcement,76,76,2,70,2,70,5,yes,4,60,weekly,5,yes,1,more aggressive,1,4,male,49,1,employed,California,357
69,Increased Enforcement,76,50,5,60,3,35,1,yes,2,80,rarely,1,no,1,less aggressive,4,2,male,33,0,employed,New  York,358
980,Increased Enforcement,76,15,2,30,2,100,3,yes,3,75,monthly,2,no,2,about same,4,1.5,female,50,1,unemployed,Iowa,359
804,Increased Enforcement,76,3,1,5,3,120,2,yes,3,75,weekly,3,no,1,more aggressive,1,2.5,male,26,1,unemployed,Ohio,360
117,Increased Enforcement,76,5,2,100,1,50,1,yes,4,5,monthly,1,no,1,less aggressive,5,1.5,female,41,1,employed,Texas,361
898,Reduced Enforcement,76,40,4,20,3,100,3,yes,2,75,rarely,1,yes,1,less aggressive,5,2.25,male,35,0,employed,Pennsylvania,362
874,Increased Enforcement,76,10,4,45,2,150,1,yes,2,74,monthly,1,no,1,less aggressive,1,1.25,male,30,0,employed,Pennsylvania,363
449,Reduced Enforcement,76,76,3,76,3,500,3,yes,3,60,daily,2,no,1,about same,4,3,male,52,1,employed,co,364
1211,Reduced Enforcement,76,65,1,65,2,50,4,yes,2,86,weekly,3,yes,5,more aggressive,1,4.5,female,36,0,employed,NY,365
1193,Reduced Enforcement,76,15,3,5,4,200,4,yes,2,75,monthly,2,yes,1,about same,5,1,male,60,1,employed,Ohio,366
1160,Increased Enforcement,76,0,1,0,1,30,4,yes,2,80,monthly,2,no,1,about same,,1.5,male,24,1,employed,Illinois,367
512,Increased Enforcement,76,50,1,60,2,152,5,yes,2,125,daily,2,yes,5,more aggressive,4,4.5,male,30,0,employed,californiya,368
1133,Reduced Enforcement,76,30,2,60,2,20,1,yes,2,60,monthly,1,no,1,less aggressive,1,5,male,64,1,employed,California,369
975,Reduced Enforcement,76,2,2,10,3,50,3,yes,2,73,rarely,2,no,1,less aggressive,1,1.75,male,22,0,unemployed,Massachusetts,370
43,Increased Enforcement,76,10,3,60,2,30,2,yes,2,74,daily,1,yes,1,about same,4,2,male,40,0,employed,California,371
916,Increased Enforcement,76,76,1,70,1,10000,5,yes,5,75,daily,5,yes,5,more aggressive,3,1.25,,,0,employed, ,372
1079,Reduced Enforcement,76,5,4,50,1,150,3,yes,4,82,monthly,2,no,1,more aggressive,5,3.5,male,33,1,unemployed,Florida,373
126,Reduced Enforcement,76,5,2,30,3,30,2,yes,2,75,weekly,1,no,1,less aggressive,4,1.5,male,47,1,employed,Ьшсршпфт,374
1130,Reduced Enforcement,76,1,2,100,2,250,2,yes,2,80,monthly,1,no,2,more aggressive,5,3.75,male,35,1,employed,Washington,375
242,Reduced Enforcement,76,30,3,80,4,120,4,yes,2,75,weekly,1,no,1,less aggressive,5,2,female,61,1,employed,Kentucky,376
683,Reduced Enforcement,76,5,2,75,2,50,3,yes,3,75,monthly,1,no,1,about same,5,2,female,32,0,employed,Illinois,377
1199,Reduced Enforcement,76,5,3,50,3,150,2,yes,2,75,weekly,1,no,1,about same,5,1.5,female,37,1,employed,Nevada,378
1097,Reduced Enforcement,76,5,2,100,2,50,2,yes,4,80,weekly,1,no,1,about same,5,3,male,47,0,employed,FL,379
88,Reduced Enforcement,76,55,2,55,2,700,4,yes,3,450,monthly,3,no,3,about same,5,2,female,27,1,employed,ARIZONA,380
591,Reduced Enforcement,76,5,1,80,2,200,2,yes,3,74,monthly,1,no,3,less aggressive,1,2.5,female,32,1,employed,North Carolina,381
1120,Increased Enforcement,76,35,2,50,2,185,3,yes,2,75,weekly,1,no,1,about same,5,3.5,male,43,1,employed,Florida,382
1161,Reduced Enforcement,76,30,1,60,2,25,2,yes,1, ,daily,1,no,2,less aggressive,4,2,female,52,1,employed,NC,383
199,Increased Enforcement,76,18,4,65,2,75,3,yes,2,75,daily,1,no,1,about same,4,1,female,30,1,employed,Louisiana,384
1122,Increased Enforcement,76,1,1,4,3,1,3,yes,2,6,daily,1,yes,4,more aggressive,4,4.5,female,28,0,employed,pensnnalvaniya,385
878,Increased Enforcement,76,75,3,20,4,50,2,yes,1,0,monthly,1,no,2,less aggressive,1,2,female,23,0,employed,New York,386
13,Reduced Enforcement,76,67,2,67,3,67,3,yes,2,67,weekly,3,no,4,about same,5,3.5,male,28,0,employed,wisconsin,387
614,Increased Enforcement,76,40,3,40,3,500,4,yes,1,n/a,daily,2,yes,4,about same,1,4,female,29,0,employed,arizona,388
588,Reduced Enforcement,76,10,2,100,2,150,4,yes,5,75,daily,2,no,2,less aggressive,5,3,female,37,1,employed,Oklahoma,389
1203,Increased Enforcement,76,5,2,10,2,200,2,yes,3,73,daily,1,no,1,about same,1,2.25,male,33,1,employed,California,390
21,Increased Enforcement,76,80,1,76,3,100,4,yes,3,50,weekly,4,yes,3,about same,5,4.5,male,30,1,employed,Louisiana,391
376,Reduced Enforcement,76,70,1,80,4,150,3,yes,3,70,monthly,2,no,3,about same,4,4,male,42,1,employed,West Virginia,392
820,Increased Enforcement,76,0,1,50,2,50,2,yes,2,75,monthly,1,no,1,about same,4,3.75,male,36,0,employed,utah,393
1195,Increased Enforcement,76,20,3,65,3,45,1,yes,3,77,weekly,2,no,2,about same,5,1.75,female,57,1,employed,Mississippi,394
544,Reduced Enforcement,76,20,4,10,4,85,3,yes,2,70,monthly,2,no,1,less aggressive,5,2,female,35,1,employed,IL,395
156,Increased Enforcement,76,76,1,80,1,76,3,yes,5,55,daily,,yes,2,about same,5,4.5,female,30,1,employed,Nebraska,396
292,Reduced Enforcement,76,76,1,60,1,5,4,yes,2,56,daily,2,no,4,about same,4,2,male,30,0,employed,New Jersey,397
944,Reduced Enforcement,76,10,2,80,2,50,3,yes,2,75,monthly,1,no,2,about same,1,2.75,female,22,0,employed,Michigan,398
964,Reduced Enforcement,76,10,3,100,3,200,3,yes,4,80,weekly,1,yes,1,about same,4,1,female,61,1,employed,NC,399
759,Reduced Enforcement,76,3,1,95,2,100,2,yes,4,76,daily,1,no,2,less aggressive,5,1.75,female,54,1,unemployed,Georgia,400
308,Increased Enforcement,76,20,1,80,2,25,1,yes,4,75,weekly,1,no,2,less aggressive,1,1,female,41,1,employed,Ohio,401
787,Increased Enforcement,76,2,3,0,2,75,4,yes,1, ,monthly,1,no,1,less aggressive,4,1.25,female,65,1,unemployed,Washington,402
682,Reduced Enforcement,76,20,2,80,2,50,3,yes,2,75,monthly,1,yes,1,less aggressive,4,4.5,female,31,1,unemployed,Ohio,403
